FIPS,Population,< 18,African American,American Indian/ Alaskan Native,Asian,Native Hawaiian/ Other Pacific Islander,Hispanic,Non-hispanic white,Household Income,% Free Lunch,"Percent of adults with less than a high school diploma, 2014-18","Percent of adults with a high school diploma only, 2014-18","Percent of adults completing some college or associates degree, 2014-18","Percent of adults with a bachelors degree or higher, 2014-18",PercentPoverty,PercentYouthPoverty,PercentInfantPoverty0-4,Per-pupil-Spending,Total-Spending,Instructor-spending-per-pupil,Instructor-spending,SupportServices-per-pupil,SupportServices,MN,AB,AP
13129,55621,26.7,4.1,0.6,1.1,0.4,14.2,79,42253.0,53.0,22.3,35.2,28.1,14.4,16.8,26.8,25.0,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13131,25255,25.4,28.3,1.2,0.6,0.2,10.4,59,33368.0,65.0,19.7,37.8,28.3,14.1,20.0,31.1,30.3,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13133,16031,20.3,37.2,0.4,0.4,0.1,5.8,55,39209.0,71.0,16.8,33.6,23.7,25.8,19.3,35.4,33.4,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13135,824941,28.7,23.4,0.9,10.8,0.1,20.5,43,56944.0,46.0,12.3,22.8,28.8,36.1,9.2,12.8,11.9,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13137,43279,23.7,3.8,1.1,2.3,0.3,12.9,79,39879.0,47.0,21.8,33.7,25.8,18.7,14.9,20.7,18.8,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13139,183052,27.8,7.4,1.0,2.0,0.2,26.8,63,49324.0,56.0,21.6,27.5,26.9,24.0,13.2,20.2,19.9,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13141,9400,17.6,72.7,0.4,0.4,0.0,1.7,24,26107.0,77.0,28.5,42.9,19.8,8.8,30.7,44.7,43.2,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13143,28638,24.7,5.3,0.3,0.6,0.0,1.4,91,37495.0,42.0,19.3,36.6,30.1,14.0,15.9,23.0,19.8,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13145,32265,22.9,17.6,0.4,1.0,0.1,2.9,77,64048.0,29.0,9.2,23.5,37.4,29.9,8.7,12.8,12.1,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13147,25305,22.1,18.8,0.2,0.9,0.0,3.3,76,36327.0,54.0,19.6,36.7,28.6,15.1,15.0,23.6,23.0,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13149,11744,24.8,10.4,0.5,0.5,0.0,2.1,85,35765.0,54.0,20.7,43.5,26.0,9.8,17.1,25.7,23.4,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13151,207360,28.3,36.8,0.3,3.1,0.1,6.0,52,58130.0,40.0,9.6,31.1,31.0,28.3,7.5,12.3,11.7,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13153,143925,26.3,28.6,0.4,2.6,0.2,6.2,60,51851.0,43.0,9.1,27.2,36.4,27.3,12.1,17.5,17.1,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13155,9679,23.4,27.2,0.0,0.8,0.0,2.8,69,33602.0,63.0,18.4,40.6,26.7,14.3,24.3,33.3,32.1,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13157,61257,26.0,7.2,0.3,1.8,0.0,6.5,83,49400.0,40.0,16.3,32.3,30.4,21.0,8.7,13.2,12.6,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13159,13885,24.6,21.9,0.5,0.4,0.0,4.1,72,43618.0,63.0,21.4,38.9,28.9,10.8,15.4,23.8,22.8,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13161,15162,28.0,14.9,0.6,0.5,0.0,11.1,73,32248.0,60.0,22.3,40.4,27.3,10.0,20.6,30.9,29.0,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13163,16675,25.1,53.7,0.1,0.6,0.1,3.3,42,27703.0,77.0,24.9,41.3,22.8,11.0,22.3,35.2,35.3,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13165,8148,26.6,39.8,0.5,0.6,0.2,4.5,54,25807.0,65.0,20.7,40.5,29.5,9.3,31.8,42.6,37.0,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13167,9975,20.7,34.5,0.3,0.3,0.0,2.1,62,28585.0,63.0,22.8,44.0,22.8,10.4,30.0,32.9,31.3,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13169,28516,25.4,24.8,0.3,0.7,0.0,1.3,72,48792.0,38.0,12.6,36.7,30.6,20.1,14.5,20.6,18.0,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13171,18194,21.3,30.8,0.3,0.5,0.0,2.2,65,40769.0,59.0,13.3,40.1,29.5,17.1,17.3,24.3,23.7,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13173,10404,26.4,23.7,0.7,1.1,0.0,4.9,68,33929.0,65.0,20.6,35.7,27.3,16.4,20.3,30.7,28.9,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13175,47949,25.4,35.7,0.3,1.1,0.0,2.4,60,34865.0,56.0,14.9,43.4,26.2,15.6,24.6,34.7,33.0,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13177,28575,27.2,19.8,0.3,2.4,0.1,2.2,74,60652.0,35.0,9.4,30.8,34.2,25.6,12.4,18.0,14.8,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13179,65451,30.2,39.6,0.7,2.2,0.6,10.4,44,40659.0,50.0,9.1,32.0,40.6,18.3,16.1,22.7,22.9,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13181,7862,19.8,32.3,0.4,0.5,0.0,1.4,65,35183.0,56.0,17.6,41.4,27.6,13.5,17.2,25.4,25.4,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13183,15136,30.2,24.8,0.8,1.0,0.4,12.0,59,35244.0,59.0,14.8,31.5,38.1,15.5,16.8,23.7,22.2,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13185,111885,24.3,36.0,0.5,1.6,0.2,5.2,55,34252.0,52.0,14.9,30.0,29.6,25.6,25.9,33.4,33.0,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13187,30031,20.2,1.5,0.7,0.5,0.1,4.7,91,44422.0,46.0,16.3,29.2,28.3,26.2,14.9,18.6,17.6,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13189,21673,25.9,40.0,0.3,0.4,0.1,2.4,56,36907.0,62.0,17.8,40.5,27.9,13.7,19.9,31.3,30.6,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13191,14170,20.4,35.7,0.5,0.4,0.1,1.6,61,34787.0,71.0,13.7,38.1,32.6,15.6,21.5,35.7,34.9,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13193,14405,21.6,60.1,0.4,1.4,0.1,3.9,34,27934.0,70.0,27.2,34.1,30.1,8.6,30.5,39.2,38.6,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13195,27921,24.0,8.9,0.3,0.7,0.0,4.4,85,40123.0,49.0,16.7,38.0,27.2,18.0,16.1,24.6,23.4,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13197,8746,23.6,32.8,0.7,0.8,0.4,6.7,58,34189.0,64.0,23.1,38.1,25.8,13.1,22.8,36.7,34.3,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13199,21617,23.2,39.2,0.4,0.7,0.0,1.7,57,34589.0,53.0,20.9,38.9,28.8,11.5,24.4,35.6,38.4,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13201,6141,23.2,27.6,0.3,0.5,0.0,1.8,69,33063.0,63.0,17.7,38.1,31.9,12.3,22.4,31.2,29.5,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13205,23462,24.4,47.5,0.5,0.6,0.1,4.6,46,31088.0,67.0,25.3,38.2,25.5,11.1,29.3,39.6,37.1,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13207,26625,22.1,23.8,0.4,0.9,0.0,2.2,72,51747.0,48.0,15.0,33.9,24.8,26.3,13.0,18.5,17.0,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13209,9065,22.3,26.4,0.1,0.3,0.0,5.7,66,34379.0,73.0,18.3,39.0,28.5,14.1,22.1,28.9,27.2,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13211,17961,24.3,23.5,0.6,0.6,0.0,2.8,72,46176.0,43.0,13.5,34.8,30.9,20.8,12.7,20.4,19.4,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13213,39557,26.5,1.1,0.9,0.4,0.3,13.6,84,36230.0,63.0,30.7,37.8,22.2,9.4,15.2,22.1,21.0,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13215,194107,25.3,44.9,0.5,2.3,0.2,6.7,44,37564.0,55.0,12.7,27.3,33.9,26.2,20.1,28.4,26.9,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13217,100814,28.2,40.4,0.3,1.0,0.0,4.8,52,44089.0,55.0,14.2,33.6,32.6,19.6,14.8,22.4,21.3,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13219,33366,27.3,5.6,0.3,3.3,0.0,4.5,85,71707.0,17.0,5.5,19.6,23.7,51.1,5.7,6.9,6.0,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13221,14686,23.2,17.7,0.3,0.6,0.0,4.0,76,44066.0,49.0,20.6,36.6,25.8,16.9,13.8,21.4,20.3,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13223,143542,29.4,17.2,0.4,1.0,0.1,5.3,75,59185.0,32.0,9.9,33.1,32.8,24.1,7.8,11.7,10.6,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13225,27823,22.7,45.5,0.4,0.8,0.1,7.1,45,39838.0,65.0,16.0,29.0,35.5,19.4,24.0,33.2,31.0,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13227,29415,21.8,1.5,0.4,0.4,0.0,2.9,94,50282.0,42.0,15.1,29.1,32.1,23.7,11.0,19.8,18.1,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13229,18770,25.8,9.3,0.8,0.4,0.1,5.0,84,38290.0,48.0,16.3,44.0,27.7,11.9,18.1,27.4,24.4,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13231,17751,26.3,10.9,0.3,0.4,0.0,1.2,86,54457.0,39.0,13.0,40.9,30.1,15.9,10.6,14.6,13.4,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13233,41211,26.5,12.7,0.7,0.8,0.2,12.3,73,36326.0,58.0,20.9,39.6,27.3,12.2,21.8,31.2,27.0,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13235,11735,21.0,31.9,0.4,1.1,0.1,3.8,62,34820.0,60.0,19.6,37.5,30.5,12.4,23.9,36.6,33.7,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13237,21345,21.5,26.1,0.4,0.6,0.3,6.6,66,40168.0,69.0,14.6,37.5,25.7,22.2,16.1,29.5,27.9,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13239,2464,19.7,48.4,0.3,0.3,0.0,1.6,49,28621.0,93.0,32.4,34.3,24.2,9.1,25.5,40.5,39.8,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13241,16274,20.7,1.1,0.5,0.9,0.0,8.4,88,34394.0,54.0,15.8,34.0,25.4,24.8,14.2,25.1,24.4,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13243,7558,22.0,60.5,0.1,0.4,0.0,1.7,37,27950.0,83.0,24.2,37.2,27.0,11.7,30.8,44.3,45.7,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13245,201217,24.7,53.5,0.4,1.8,0.2,4.3,38,37352.0,68.0,16.6,30.7,31.3,21.3,21.9,34.1,31.5,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13247,85765,26.3,45.6,0.5,1.9,0.1,9.9,41,51106.0,54.0,11.8,31.5,30.2,26.5,13.2,22.9,21.2,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13249,5020,28.5,22.7,0.1,0.9,0.0,3.8,72,37669.0,42.0,15.7,35.3,36.1,12.9,18.1,24.6,21.6,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13251,14367,24.9,42.7,0.3,0.4,0.0,1.4,54,32990.0,62.0,16.9,42.7,26.2,14.2,25.9,41.2,45.9,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13253,8791,23.0,32.8,0.1,0.6,0.0,2.9,63,30489.0,66.0,14.5,39.6,31.5,14.4,25.4,40.1,38.6,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13255,64033,24.9,32.9,0.5,1.0,0.1,4.0,61,38914.0,64.0,18.1,39.4,26.1,16.4,17.3,29.1,27.9,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13257,25960,22.2,11.3,0.4,0.8,0.1,2.6,83,37536.0,50.0,16.5,36.7,24.6,22.1,16.3,25.6,24.1,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13259,5910,15.3,45.1,0.6,1.0,0.0,24.8,28,26010.0,83.0,28.4,42.2,18.2,11.2,37.9,39.8,39.0,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13261,32511,25.0,51.2,0.5,1.4,0.2,5.7,41,31937.0,77.0,19.3,33.2,28.8,18.6,25.7,39.5,39.2,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13263,6751,19.8,58.1,0.4,0.2,0.0,1.6,39,31290.0,79.0,19.5,44.3,24.1,12.0,24.8,39.5,39.0,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13265,1703,19.4,59.6,0.2,0.8,0.0,2.5,36,25807.0,82.0,28.8,47.8,16.4,7.0,24.6,41.8,40.6,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13267,25688,21.1,29.2,0.6,0.5,0.1,10.3,59,31531.0,64.0,24.6,39.1,23.2,13.2,25.6,32.7,31.4,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13269,8499,24.2,37.9,0.1,0.7,0.0,2.0,59,30308.0,71.0,21.8,37.5,29.5,11.2,22.9,35.5,33.6,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13271,16057,19.5,35.0,0.3,0.7,0.0,12.7,51,27831.0,67.0,29.7,45.9,16.1,8.4,31.9,36.7,34.1,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13273,9319,24.2,60.3,0.4,0.4,0.2,2.1,36,30552.0,78.0,23.4,31.9,32.4,12.3,27.8,44.5,43.3,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13275,44702,24.8,36.8,0.5,0.8,0.0,3.1,58,34611.0,57.0,17.4,30.9,28.7,23.1,20.2,30.7,28.1,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13277,41461,25.1,30.4,0.4,1.4,0.1,10.3,57,33669.0,60.0,18.2,34.5,30.8,16.5,19.6,30.4,30.0,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13279,27434,27.7,25.3,0.8,0.8,0.1,11.3,62,32915.0,63.0,19.1,38.5,26.6,15.8,24.9,40.6,39.8,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13281,10611,15.1,0.8,0.3,0.5,0.0,2.1,96,36858.0,47.0,10.8,30.8,32.2,26.2,16.0,24.0,23.4,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13283,6825,24.8,32.6,0.2,0.2,0.0,2.0,64,30131.0,63.0,25.5,38.9,21.9,13.6,26.3,34.5,32.0,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13285,67764,26.1,33.7,0.4,1.7,0.2,3.5,60,39370.0,56.0,17.1,34.3,30.1,18.5,20.2,27.7,26.9,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13287,8875,23.8,40.6,0.6,0.6,0.1,3.9,54,25480.0,71.0,17.6,40.4,29.5,12.5,27.9,42.2,42.6,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13289,8779,20.6,41.2,0.4,0.2,0.0,1.5,56,34528.0,77.0,29.2,37.6,23.8,9.4,21.3,33.0,32.3,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13291,21134,17.5,0.8,0.4,0.4,0.0,2.6,95,39206.0,34.0,11.1,34.2,32.3,22.4,13.8,24.4,21.7,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13293,26977,23.2,27.9,0.4,0.5,0.1,2.4,68,33483.0,57.0,20.1,35.9,30.3,13.7,21.6,32.7,33.9,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13295,68848,23.0,4.6,0.3,0.5,0.1,1.7,92,37813.0,54.0,18.1,36.2,29.7,15.9,15.5,22.2,20.2,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13297,84580,26.3,15.9,0.4,1.2,0.1,3.7,78,52747.0,43.0,12.7,37.8,29.6,19.9,11.9,17.9,17.0,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13299,36474,23.2,29.3,0.4,0.8,0.1,3.5,65,31529.0,60.0,17.1,40.9,28.2,13.9,23.6,35.6,33.1,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13301,5721,22.6,60.3,0.2,0.4,0.0,1.0,38,30946.0,82.0,26.5,42.4,17.7,13.4,25.7,41.7,41.1,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13303,21111,23.2,52.6,0.1,0.5,0.0,2.1,44,34117.0,54.0,19.8,42.5,23.7,14.0,25.9,39.6,41.3,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13305,30327,24.7,20.0,0.5,0.6,0.1,6.0,72,37082.0,57.0,18.1,40.6,28.5,12.9,18.6,28.7,27.7,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13307,2791,24.5,41.6,0.3,0.5,0.0,3.9,53,32842.0,63.0,22.5,44.8,21.0,11.7,22.7,34.4,33.9,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13309,7939,17.3,37.8,0.1,0.2,0.1,4.9,56,29780.0,68.0,22.0,48.7,16.4,12.8,39.6,36.7,34.9,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13311,27273,22.3,2.2,0.6,0.5,0.0,2.4,93,39753.0,47.0,14.9,31.6,32.1,21.4,14.1,23.1,21.3,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13313,103184,28.2,3.9,1.4,1.4,0.2,32.3,61,38452.0,61.0,30.6,28.9,24.7,15.7,14.2,19.5,17.4,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13315,9298,19.1,35.5,0.2,0.5,0.0,3.8,59,30500.0,70.0,17.7,48.4,22.5,11.4,30.8,35.3,33.3,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13317,10211,22.1,41.9,0.2,0.7,0.0,3.6,52,30720.0,68.0,19.5,44.8,23.1,12.6,20.3,32.3,30.4,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13319,9444,24.2,38.3,0.5,0.3,0.0,2.3,58,38570.0,75.0,15.5,52.3,21.6,10.6,23.3,39.3,38.7,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
13321,21921,23.7,28.8,0.3,0.5,0.1,1.9,68,35308.0,62.0,18.7,41.8,29.1,10.4,20.5,33.6,34.1,"$9,769.00","$17,118,329.00","$5,975.00","$10,534,931.00","$3,216.00","$5,554,271.00",279,68,29
15001,186738,22.6,0.6,0.6,22.6,12.4,11.8,31,46186.0,52.0,7.6,30.4,32.5,29.5,15.6,22.5,20.0,"$13,748.00","$2,516,444.00","$8,066.00","$1,468,044.00","$4,953.00","$901,508.00",281,72,32
15003,963607,22.0,2.3,0.4,43.6,9.6,8.5,19,65489.0,33.0,8.3,26.2,31.1,34.3,7.7,9.8,9.1,"$13,748.00","$2,516,444.00","$8,066.00","$1,468,044.00","$4,953.00","$901,508.00",281,72,32
15007,67701,22.4,0.5,0.5,31.8,9.2,9.7,30,56937.0,34.0,8.2,30.1,32.2,29.5,8.5,11.9,10.4,"$13,748.00","$2,516,444.00","$8,066.00","$1,468,044.00","$4,953.00","$901,508.00",281,72,32
15009,156674,22.8,0.6,0.5,29.2,10.5,10.4,32,57789.0,36.0,8.0,31.8,33.6,26.6,8.6,10.5,9.1,"$13,748.00","$2,516,444.00","$8,066.00","$1,468,044.00","$4,953.00","$901,508.00",281,72,32
16001,400842,26.0,1.1,0.9,2.5,0.2,7.3,86,50701.0,25.0,4.9,23.0,34.4,37.8,9.7,10.2,8.9,"$7,157.00","$1,971,800.00","$4,262.00","$1,171,313.00","$2,508.00","$689,190.00",286,78,36
16003,3977,18.8,0.3,1.1,0.4,0.1,2.8,94,32752.0,49.0,10.4,37.7,32.9,19.1,13.2,24.1,22.3,"$7,157.00","$1,971,800.00","$4,262.00","$1,171,313.00","$2,508.00","$689,190.00",286,78,36
16005,83691,27.1,0.8,3.3,1.4,0.3,7.0,86,41749.0,37.0,8.1,26.5,38.2,27.2,13.8,15.5,14.4,"$7,157.00","$1,971,800.00","$4,262.00","$1,171,313.00","$2,508.00","$689,190.00",286,78,36
16007,6001,27.7,0.2,0.5,0.4,0.0,4.1,94,42327.0,29.0,6.2,38.8,34.7,20.3,10.7,14.4,13.6,"$7,157.00","$1,971,800.00","$4,262.00","$1,171,313.00","$2,508.00","$689,190.00",286,78,36
16009,9209,23.3,0.4,9.0,0.4,0.1,3.0,84,39327.0,45.0,11.7,38.9,34.2,15.1,14.7,22.8,20.6,"$7,157.00","$1,971,800.00","$4,262.00","$1,171,313.00","$2,508.00","$689,190.00",286,78,36
16011,45952,32.6,0.2,7.0,0.8,0.1,17.6,75,45354.0,38.0,12.5,30.0,36.8,20.7,12.0,15.9,14.3,"$7,157.00","$1,971,800.00","$4,262.00","$1,171,313.00","$2,508.00","$689,190.00",286,78,36
16013,21199,23.9,0.2,1.6,0.9,0.1,20.7,77,60448.0,30.0,11.6,22.1,28.1,38.2,7.0,8.1,7.0,"$7,157.00","$1,971,800.00","$4,262.00","$1,171,313.00","$2,508.00","$689,190.00",286,78,36
16015,7025,20.9,0.3,1.0,0.6,0.1,3.6,93,48657.0,38.0,6.3,27.4,39.2,27.2,12.8,19.4,16.6,"$7,157.00","$1,971,800.00","$4,262.00","$1,171,313.00","$2,508.00","$689,190.00",286,78,36
16017,40808,21.2,0.2,0.8,0.5,0.1,2.4,94,41255.0,39.0,9.2,30.5,37.3,23.1,14.1,17.7,16.2,"$7,157.00","$1,971,800.00","$4,262.00","$1,171,313.00","$2,508.00","$689,190.00",286,78,36
16019,105772,31.2,0.5,1.1,0.9,0.1,11.8,85,49748.0,33.0,8.3,26.1,35.5,30.1,10.6,13.2,11.9,"$7,157.00","$1,971,800.00","$4,262.00","$1,171,313.00","$2,508.00","$689,190.00",286,78,36
